ads_name,property_type,apartment_name,area,region,city,latitude,longitude,bedrooms,bathrooms,size,is_furnished,capacity,rating,yearly_price,property_management_type
Comfort 2BR at City Home Gading Riverview (MOI) Apartment By Travelio,apartment,Apartemen City Home Gading Riverview (MOI),Kelapa Gading,DKI Jakarta,Jakarta,-6.150357921710942,106.89038515090942,2,1,45.0,Full Furnished,3,5.0,65000000,TPM
Unfurnished Studio with AC at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,21.0,Unfurnished,2,5.0,23390000,REALTY
Best Deal and Homey Studio Greenlake Sunter Apartment By Travelio,apartment,Apartemen Greenlake Sunter,Sunter,DKI Jakarta,Jakarta,-6.143378937114863,106.87670320272446,Studio,1,20.5,Full Furnished,2,,29142500,TPM
Cozy Stay Studio at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188473,106.874737,Studio,1,21.0,Full Furnished,2,,30000000,TPM
Comfortable and High Floor 2BR Apartment at Thamrin Residence By Travelio,apartment,Apartemen Thamrin Residence,Thamrin,DKI Jakarta,Jakarta,-6.19778698371879,106.81695699691772,2,1,51.0,Full Furnished,3,5.0,78523260,TPM
Comfortable and Homey 2BR Apartment at Sentra Timur Residence By Travelio,apartment,Apartemen Sentra Timur Residence,Pulo Gebang,DKI Jakarta,Jakarta,-6.208359676566506,106.94784879684448,2,1,36.0,Full Furnished,4,5.0,25250000,TPM
Cozy Living Studio at Cosmo Terrace Thamrin Apartment By Travelio,apartment,Apartemen Cosmo Terrace Thamrin,Thamrin,DKI Jakarta,Jakarta,-6.194309814711791,106.81474685668945,Studio,1,27.04,Full Furnished,2,5.0,60000000,TPM
Comfort and Warm 2BR at Marina Ancol Apartment By Travelio,apartment,Apartemen Marina Ancol,Ancol,DKI Jakarta,Jakarta,-6.128900985910797,106.82945273816586,2,1,44.48,Full Furnished,3,5.0,40228465,TPM
Spacious 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,3,5.0,33700714,TPM
Homey 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,38.0,Full Furnished,4,,60000000,TPM
Cozy 2BR Apartment at Sudirman Park near LSPR By Travelio,apartment,Apartemen Sudirman Park,Sudirman,DKI Jakarta,Jakarta,-6.205391877764738,106.81696772575378,2,1,46.68,Full Furnished,3,5.0,66575000,TPM
Comfort and Vibrant Studio at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,20.34,Full Furnished,2,5.0,29869400,TPM
Unfurnished 1BR with AC at Fatmawati City Center Apartment By Travelio,apartment,Apartemen Fatmawati City Center,Fatmawati,DKI Jakarta,Jakarta,-6.29282957348259,106.79797232151031,1,1,32.0,Unfurnished,2,,60000000,REALTY
Unfurnished Studio with AC at Puri Mansion Apartment By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,21.0,Unfurnished,2,5.0,27000000,REALTY
Green Bay Pluit Studio Apartment with 2 Single Beds By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.108615992663808,106.77899301052094,Studio,1,21.37,Full Furnished,2,5.0,31412322,TPM
2BR Unfurnished at 20th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042071,106.691986,2,1,36.0,Unfurnished,4,,17000000,REALTY
Comfy and Nice Studio Apartment at Springhill Terrace Residence By Travelio,apartment,Apartemen Springhill Terrace Residence,Kemayoran,DKI Jakarta,Jakarta,-6.1497125628200715,106.85122489929199,Studio,1,23.46,Full Furnished,2,,43250000,TPM
Comfort and Strategic Studio at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,24.73,Full Furnished,2,,33254713,TPM
Elegant and Spacious 2BR at Apartment Simprug Park Residences By Travelio,apartment,Apartemen Simprug Park Residences,Kebayoran Lama,DKI Jakarta,Jakarta,-6.227613,106.793087,2,2,122.41,Full Furnished,3,5.0,180000000,TPM
Fancy and Cool 1BR at Pancoran Riverside Apartment By Travelio,apartment,Apartemen Pancoran Riverside,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.251460865331976,106.86169993132353,1,1,30.05,Full Furnished,2,5.0,31875000,TPM
Best Strategic Studio at Green Palace Kalibata Apartment By Travelio,apartment,Apartemen Green Palace Kalibata,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.256900672828798,106.85046046972275,Studio,1,17.68,Full Furnished,2,,31375000,TPM
Comfort and Simple 2BR at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,5.0,32557857,TPM
Minimalist and Comfort Studio Apartment at Springhill Terrace Residence By Travelio,apartment,Apartemen Springhill Terrace Residence,Kemayoran,DKI Jakarta,Jakarta,-6.1497125628200715,106.85122489929199,Studio,1,37.96,Full Furnished,2,5.0,45000000,TPM
Nice Studio Unfurnished with AC at Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057850308437956,106.6785603761673,Studio,1,14.16,Unfurnished,2,,12000000,REALTY
Minimalist 2BR at Belmont Residence Puri Apartment By Travelio,apartment,Apartemen Belmont Residence Puri,Kembangan,DKI Jakarta,Jakarta,-6.200400178473442,106.76275759935379,2,1,44.8,Full Furnished,3,5.0,55000000,TPM
Comfortable and Strategic 2BR Green Bay Pluit Apartment near Mall By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.108615992663808,106.77899301052094,2,1,35.5,Full Furnished,3,5.0,40000000,TPM
Elegant and Comfort 2BR at Kensington Royal Suites Apartment By Travelio,apartment,Apartemen The Kensington Royal Suites,Kelapa Gading,DKI Jakarta,Jakarta,-6.174192982916224,106.89705848693848,2,1,63.31,Full Furnished,4,5.0,151625000,TPM
Nice Studio at Sunter Park View Apartment By Travelio,apartment,Apartemen Sunter Park View,Sunter,DKI Jakarta,Jakarta,-6.157499485553561,106.88380300998688,Studio,1,17.4,Full Furnished,2,5.0,26975000,TPM
Luxurious Studio at Capitol Suites Apartment By Travelio,apartment,Apartemen Capitol Suites,Senen,DKI Jakarta,Jakarta,-6.180422242733495,106.83903694152832,Studio,1,28.95,Full Furnished,2,5.0,82000000,TPM
Unfurnished 2BR at 16th Floor Citra Living Apartment By Travelio,apartment,Apartemen Citra Living,Kalideres,DKI Jakarta,Jakarta,-6.146017734755382,106.70166358351707,2,1,40.89,Unfurnished,4,5.0,29000000,REALTY
Fancy and Nice Studio at Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,Studio,1,21.0,Full Furnished,2,5.0,30635526,TPM
Warm and Spacious 1BR at Casablanca Apartment By Travelio,apartment,Apartemen Casablanca,Casablanca,DKI Jakarta,Jakarta,-6.222873118292061,106.84535622596741,1,1,77.0,Full Furnished,2,4.5,130000000,TPM
Comfort and Elegant 2BR Sudirman Suites Apartment By Travelio,apartment,Apartemen Sudirman Suites,Sudirman,DKI Jakarta,Jakarta,-6.215687,106.816153,2,1,64.04,Full Furnished,3,,130059212,TPM
Combined and Strategic 2BR Apartment at Taman Anggrek Residence By Travelio,apartment,Apartemen Taman Anggrek Residence,Tanjung Duren Selatan,DKI Jakarta,Jakarta,-6.180406243016221,106.79180860519409,2,2,76.0,Full Furnished,4,,90070000,TPM
Comfort 2BR Apartment at Bassura City By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,4,5.0,37492500,TPM
2BR Unfurnished with AC at 18th Floor Apartment Lucky Tower Residence By Travelio,apartment,Apartemen Lucky Tower Residence,Pinangsia,DKI Jakarta,Jakarta,-6.140980140036369,106.81357204914093,2,1,81.0,Unfurnished,4,,55999999,REALTY
New Unfurnished 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,38.0,Unfurnished,4,,25000000,REALTY
Cozy Stay and Strategic 2BR Kalibata City Apartment near Mall By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,3,5.0,33700714,TPM
Simple and Comfort Studio Apartment at Mangga Dua Residence By Travelio,apartment,Apartemen Mangga Dua,Mangga Dua,DKI Jakarta,Jakarta,-6.138138638243629,106.8241399526596,Studio,1,26.0,Full Furnished,2,4.9,37625000,TPM
Minimalist and Homey 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,35.0,Full Furnished,3,,33975000,TPM
Well Design 2BR Apartment at Green Pramuka City By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188472705742258,106.87473580241203,2,1,33.0,Full Furnished,4,,34602857,TPM
Spacious 2BR Green Bay Pluit Apartment By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.108615992663808,106.77899301052094,2,1,36.64,Full Furnished,3,5.0,36118918,TPM
Gorgeous and Spacious 1BR Apartment The Wave Kuningan By Travelio,apartment,Apartemen The Wave Kuningan,Menteng Atas,DKI Jakarta,Jakarta,-6.213940586248377,106.83737933635712,1,1,40.66,Full Furnished,2,,52465644,TPM
Combined Unit 1BR with Extra Room at Belmont Residence Puri By Travelio,apartment,Apartemen Belmont Residence Puri,Kembangan,DKI Jakarta,Jakarta,-6.200400178473442,106.76275759935379,1,1,43.54,Full Furnished,2,5.0,44001627,TPM
Comfortable 2BR at Bassura City Apartment near to Bassura City Mall By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,3,4.9,37367500,TPM
Modern Look 1BR Samara Suites Apartment By Travelio,apartment,Apartemen Samara Suites,Menteng Dalam,DKI Jakarta,Jakarta,-6.240037,106.837012,1,1,38.25,Full Furnished,2,,84000000,TPM
Modern and Comfortable Studio at Green Sedayu Apartment By Travelio,apartment,Apartemen Green Sedayu,Cengkareng,DKI Jakarta,Jakarta,-6.138852,106.728721,Studio,1,28.0,Full Furnished,2,,43000000,TPM
Unfurnished 2BR at 11th Floor Paradise Mansion Apartment By Travelio,apartment,Apartemen Paradise Mansion,Kalideres,DKI Jakarta,Jakarta,-6.13152985450916,106.7027984932065,2,1,45.98,Unfurnished,4,,21000000,REALTY
Simply Look 2BR Unfurnished Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0424281578319485,106.69224500656128,2,1,36.0,Unfurnished,4,,17000000,REALTY
Unfurnished 3BR with AC Apartment at Metro Park Residence By Travelio,apartment,Apartemen Metro Park Residence Kebun Jeruk,Kebon Jeruk,DKI Jakarta,Jakarta,-6.186254107437438,106.75765335559845,3,2,88.0,Unfurnished,6,,53999999,REALTY
Unfurnished 1BR with AC at 9th Floor Apartment Southgate Residence By Travelio,apartment,Apartemen Southgate Residence,Tanjung Barat,DKI Jakarta,Jakarta,-6.30561,106.839957,1,1,41.0,Unfurnished,2,,80849999,REALTY
Compact and Nice Studio Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,Studio,1,21.0,Full Furnished,2,,20300000,TPM
Homey 2BR Apartment Istana Harmoni near Monas By Travelio,apartment,Apartemen Istana Harmoni,Petojo Utara,DKI Jakarta,Jakarta,-6.168003316730299,106.819256991148,2,2,84.0,Full Furnished,3,4.8,49000000,TPM
Nice and Homey 1BR at Puri Orchard Apartment By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,1,1,35.2,Full Furnished,2,5.0,36160000,TPM
Fancy and Comfy Studio at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,33.0,Full Furnished,2,5.0,57350000,TPM
Spacious and Homey 2BR at Daan Mogot City Apartment By Travelio,apartment,Apartemen Daan Mogot City,Daan Mogot,DKI Jakarta,Jakarta,-6.156779466664415,106.71150594949722,2,2,78.4,Full Furnished,4,,90000000,TPM
Modern Look Studio Apartment at Capitol Park Residence By Travelio,apartment,Apartemen Capitol Park Residence,Senen,DKI Jakarta,Jakarta,-6.197237,106.850609,Studio,1,43.3,Full Furnished,2,,55856237,TPM
Best Choice Studio Apartment Mangga Dua Residence By Travelio,apartment,Apartemen Mangga Dua,Mangga Dua,DKI Jakarta,Jakarta,-6.138138638243629,106.8241399526596,Studio,1,28.58,Full Furnished,2,5.0,37531509,TPM
Unfurnished Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,Studio,1,21.0,Unfurnished,2,,10000000,REALTY
Cozy Studio Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042071,106.691986,Studio,1,21.0,Unfurnished,2,,10000000,REALTY
Luxurious Studio at Menteng Park Apartment By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,Studio,1,28.0,Full Furnished,2,5.0,55525000,TPM
Comfort Living 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,28.57,Full Furnished,3,5.0,32505286,TPM
Cozy and Strategic Studio at Puri Orchard Apartment By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166112,106.729257,Studio,1,26.0,Full Furnished,2,,30625000,TPM
Luxury 1BR at Grand Palace Kemayoran Apartment By Travelio,apartment,Apartemen Grand Palace Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.160694224255892,106.85292541980743,1,1,60.5,Full Furnished,2,5.0,43452027,TPM
Comfy 3BR at L'Avenue Apartment Pancoran By Travelio,apartment,Apartemen L'Avenue Pancoran,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.248592628891698,106.84432625770569,3,2,224.16,Full Furnished,6,4.9,213644361,TPM
Warm and Homey Studio Room Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0578449739756275,106.67855501174927,Studio,1,14.0,Full Furnished,2,,15300000,TPM
Comfortable 2BR Sky Terrace Apartment By Travelio,apartment,Apartemen Sky Terrace,Jakarta Barat,DKI Jakarta,Jakarta,-6.151301957685768,106.71291410923004,2,1,48.8,Full Furnished,3,4.9,50733586,TPM
Cozy Living 2BR Apartment at Lexington By Travelio,apartment,Apartemen Lexington,Bintaro,DKI Jakarta,Jakarta,-6.273484370528961,106.76678359508514,2,2,85.0,Full Furnished,3,5.0,94532500,TPM
Comfy and Strategic Studio at Puri Mansion Apartment near Puri By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,21.0,Full Furnished,2,5.0,31375000,TPM
Comfy and Elegant 2BR Tifolia Apartment Pulomas Rawamangun By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,2,1,43.0,Full Furnished,3,5.0,44000000,TPM
Homey and Tidy 2BR Taman Rasuna Kuningan Apartment By Travelio,apartment,Apartemen Taman Rasuna Kuningan,Epicentrum,DKI Jakarta,Jakarta,-6.217860253320233,106.83682680130005,2,1,73.82,Full Furnished,4,5.0,90000000,TPM
Stunning 2BR Apartment at Capitol Park Residence By Travelio,apartment,Apartemen Capitol Park Residence,Senen,DKI Jakarta,Jakarta,-6.197227011730125,106.85060262680054,2,1,46.8,Full Furnished,3,5.0,80814789,TPM
Best Homey and Nice 1BR at Ciputra World 2 Apartment By Travelio,apartment,Apartemen Ciputra World 2,Karet Kuningan,DKI Jakarta,Jakarta,-6.221946,106.819444,1,1,42.26,Full Furnished,2,,117500000,TPM
Amazing 1BR Apartment at The Wave Kuningan By Travelio,apartment,Apartemen The Wave Kuningan,Menteng Atas,DKI Jakarta,Jakarta,-6.214122,106.837781,1,1,40.66,Full Furnished,2,5.0,52115644,TPM
Functional 2BR at Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175350308134791,106.89268112182617,2,1,43.0,Full Furnished,3,,45075000,TPM
Fully Furnished with Elegant Design 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,4,5.0,38807500,TPM
Best Deal and Tidy Studio Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,Studio,1,38.0,Full Furnished,2,,23638095,TPM
Full Furnished with Comfort Design Studio Apartment Tokyo Riverside PIK 2 By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0424281578319485,106.69224500656128,Studio,1,21.0,Full Furnished,2,,20300000,TPM
2BR Unfurnished at 28th Floor Green Pramuka City Apartment with AC By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Unfurnished,4,5.0,30000000,REALTY
Strategic Studio Unfurnished with AC at Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057847,106.678564,Studio,1,14.16,Unfurnished,2,,12000000,REALTY
2BR Unfurnished with AC at Gading Icon Apartment By Travelio,apartment,Apartemen Gading Icon,Jakarta Timur,DKI Jakarta,Jakarta,-6.181024264430452,106.90447032848878,2,1,32.0,Unfurnished,4,,22099999,REALTY
Tranquil Designed 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,3,5.0,48000000,TPM
Best Location 2BR Apartment at Aspen Residence By Travelio,apartment,Apartemen Aspen Residence,Fatmawati,DKI Jakarta,Jakarta,-6.303393,106.79602,2,1,40.64,Full Furnished,3,4.9,65765000,TPM
Nice Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,2,5.0,25000000,TPM
Stunning and Comfy 2BR at Sky Terrace Apartment By Travelio,apartment,Apartemen Sky Terrace,Jakarta Barat,DKI Jakarta,Jakarta,-6.151301957685768,106.71291410923004,2,1,49.54,Full Furnished,3,5.0,50883081,TPM
Elegant and Nice Studio Apartment at Capitol Park Residence By Travelio,apartment,Apartemen Capitol Park Residence,Senen,DKI Jakarta,Jakarta,-6.197227011730125,106.85060262680054,Studio,1,23.25,Full Furnished,2,5.0,46715000,TPM
Great Location and Comfort 1BR at Sudirman Park Apartment By Travelio,apartment,Apartemen Sudirman Park,Sudirman,DKI Jakarta,Jakarta,-6.205391877764738,106.81696772575378,1,1,36.35,Full Furnished,2,5.0,57053424,TPM
Nice and New 2BR at Daan Mogot City Apartment By Travelio,apartment,Apartemen Daan Mogot City,Daan Mogot,DKI Jakarta,Jakarta,-6.151377960509142,106.71406745910645,2,1,51.09,Full Furnished,3,4.9,51430785,TPM
Best Price and Minimalist 2BR Kebagusan City Apartment By Travelio,apartment,Apartemen Kebagusan City,Kebagusan,DKI Jakarta,Jakarta,-6.306015678701854,106.83596312999725,2,1,38.14,Full Furnished,2,4.9,42930203,TPM
Comfort and Minimalist 2BR at Gading Greenhill Apartment By Travelio,apartment,Apartemen Gading Greenhill,Kelapa Gading,DKI Jakarta,Jakarta,-6.147627141545745,106.91625773906708,2,1,37.2,Full Furnished,4,,39625000,TPM
Minimalist and Comfy Studio Room Maple Park Sunter Apartment By Travelio,apartment,Apartemen Maple Park Sunter,Sunter,DKI Jakarta,Jakarta,-6.14947,106.856916,Studio,1,23.59,Full Furnished,1,,30563455,TPM
Comfort and Homey 1BR at 18 Residence Taman Rasuna Apartment By Travelio,apartment,Apartemen 18 Residence Taman Rasuna,Setiabudi,DKI Jakarta,Jakarta,-6.216389381676769,106.83730389922857,1,1,41.07,Full Furnished,2,,49023499,TPM
Cozy Stay 2BR Apartment at Kalibata City Residence By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,3,5.0,33700714,TPM
Minimalist and Comfort Studio at Ciputra International Apartment By Travelio,apartment,Apartemen Ciputra International,Cengkareng,DKI Jakarta,Jakarta,-6.173138321442086,106.7304839193821,Studio,1,27.55,Full Furnished,2,5.0,45119562,TPM
Best Choice Studio at Sedayu City Suites Kelapa Gading Apartment By Travelio,apartment,Apartemen Sedayu City Suites Kelapa Gading,Kelapa Gading,DKI Jakarta,Jakarta,-6.168523652806302,106.92190647125244,Studio,1,28.0,Full Furnished,2,5.0,39125000,TPM
